time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.fix_quality,.Altitude,.HDOP,.UTM_easting,.UTM_northing,.UTC,.Zone,.Letter
2023/02/20/13:57:52.083461,61,68272,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.6700000166893005,328169.0259159168,4689411.377569261,18:57:52,19,T
2023/02/20/13:57:53.115966,62,68273,0,GPS1_Frame,42.33799333333333,-71.085843,4,16.200000762939453,0.699999988079071,328169.01218540495,4689411.377906065,18:57:53,19,T
2023/02/20/13:57:54.090899,63,68274,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.6700000166893005,328169.0259159168,4689411.377569261,18:57:54,19,T
2023/02/20/13:57:55.102847,64,68275,0,GPS1_Frame,42.33799333333333,-71.085843,4,16.200000762939453,0.699999988079071,328169.01218540495,4689411.377906065,18:57:55,19,T
2023/02/20/13:57:56.086657,65,68276,0,GPS1_Frame,42.33799333333333,-71.085843,4,16.200000762939453,0.7300000190734863,328169.01218540495,4689411.377906065,18:57:56,19,T
2023/02/20/13:57:57.124914,66,68277,0,GPS1_Frame,42.33799333333333,-71.08584283333333,4,16.200000762939453,0.6899999976158142,328169.0259159168,4689411.377569261,18:57:57,19,T
2023/02/20/13:57:58.087280,67,68278,0,GPS1_Frame,42.337993166666664,-71.08584283333333,4,16.200000762939453,0.7200000286102295,328169.025461945,4689411.3590621995,18:57:58,19,T
2023/02/20/13:57:59.117693,68,68279,0,GPS1_Frame,42.33799333333333,-71.085843,4,16.299999237060547,0.8399999737739563,328169.01218540495,4689411.377906065,18:57:59,19,T
2023/02/20/13:58:00.091966,69,68280,0,GPS1_Frame,42.337993166666664,-71.08584283333333,4,16.200000762939453,0.6899999976158142,328169.025461945,4689411.3590621995,18:58:0,19,T
2023/02/20/13:58:01.122683,70,68281,0,GPS1_Frame,42.337993,-71.085843,4,16.200000762939453,0.7200000286102295,328169.0112774612,4689411.340891942,18:58:1,19,T
2023/02/20/13:58:02.090226,71,68282,0,GPS1_Frame,42.337993166666664,-71.08584283333333,4,16.200000762939453,0.8199999928474426,328169.025461945,4689411.3590621995,18:58:2,19,T
2023/02/20/13:58:03.114405,72,68283,0,GPS1_Frame,42.337993166666664,-71.08584283333333,4,16.299999237060547,0.7699999809265137,328169.025461945,4689411.3590621995,18:58:3,19,T
2023/02/20/13:58:04.077041,73,68284,0,GPS1_Frame,42.337993166666664,-71.08584283333333,4,16.200000762939453,0.7699999809265137,328169.025461945,4689411.3590621995,18:58:4,19,T
2023/02/20/13:58:05.115905,74,68285,0,GPS1_Frame,42.33799333333333,-71.08584316666666,4,16.200000762939453,0.8399999737739563,328168.9984548931,4689411.378242871,18:58:5,19,T
2023/02/20/13:58:06.085295,75,68286,0,GPS1_Frame,42.33799333333333,-71.08584316666666,4,16.200000762939453,0.7699999809265137,328168.9984548931,4689411.378242871,18:58:6,19,T
2023/02/20/13:58:07.112616,76,68287,0,GPS1_Frame,42.33799333333333,-71.08584316666666,4,16.200000762939453,0.7200000286102295,328168.9984548931,4689411.378242871,18:58:7,19,T
2023/02/20/13:58:08.085098,77,68288,0,GPS1_Frame,42.33799333333333,-71.08584333333333,4,16.200000762939453,0.8399999737739563,328168.98472438124,4689411.378579675,18:58:8,19,T
2023/02/20/13:58:09.109995,78,68289,0,GPS1_Frame,42.33799333333333,-71.08584333333333,4,16.200000762939453,0.7699999809265137,328168.98472438124,4689411.378579675,18:58:9,19,T
2023/02/20/13:58:10.086541,79,68290,0,GPS1_Frame,42.33799333333333,-71.08584316666666,4,16.200000762939453,0.7699999809265137,328168.9984548931,4689411.378242871,18:58:10,19,T
