time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.fix_quality,.Altitude,.HDOP,.UTM_easting,.UTM_northing,.UTC,.Zone,.Letter
2023/02/20/14:34:54.185707,97,70495,0,GPS1_Frame,42.33819616666667,-71.08642633333334,4,38.5,0.699999988079071,328121.50803162786,4689435.079983219,19:34:55,19,T
2023/02/20/14:34:55.173648,98,70496,0,GPS1_Frame,42.338196,-71.08642633333334,4,38.5,0.699999988079071,328121.5075775271,4689435.061476156,19:34:56,19,T
2023/02/20/14:34:56.189433,99,70497,0,GPS1_Frame,42.338196,-71.08642633333334,4,38.5,0.699999988079071,328121.5075775271,4689435.061476156,19:34:57,19,T
2023/02/20/14:34:57.164200,100,70498,0,GPS1_Frame,42.33819616666667,-71.08642633333334,4,38.5,0.699999988079071,328121.50803162786,4689435.079983219,19:34:58,19,T
2023/02/20/14:34:58.185148,101,70499,0,GPS1_Frame,42.33819616666667,-71.08642633333334,4,38.5,0.699999988079071,328121.50803162786,4689435.079983219,19:34:59,19,T
2023/02/20/14:34:59.174037,102,70500,0,GPS1_Frame,42.338196,-71.08642633333334,4,38.5,0.699999988079071,328121.5075775271,4689435.061476156,19:35:0,19,T
2023/02/20/14:35:00.189492,103,70501,0,GPS1_Frame,42.338196,-71.08642633333334,4,38.5,0.699999988079071,328121.5075775271,4689435.061476156,19:35:1,19,T
2023/02/20/14:35:01.167427,104,70502,0,GPS1_Frame,42.338196,-71.08642633333334,4,38.5,0.699999988079071,328121.5075775271,4689435.061476156,19:35:2,19,T
2023/02/20/14:35:02.181436,105,70503,0,GPS1_Frame,42.338196,-71.08642633333334,4,38.5,0.699999988079071,328121.5075775271,4689435.061476156,19:35:3,19,T
2023/02/20/14:35:03.166883,106,70504,0,GPS1_Frame,42.338196,-71.08642633333334,4,38.5,0.699999988079071,328121.5075775271,4689435.061476156,19:35:4,19,T
2023/02/20/14:35:04.188844,107,70505,0,GPS1_Frame,42.338196,-71.08642633333334,4,38.5,0.699999988079071,328121.5075775271,4689435.061476156,19:35:5,19,T
2023/02/20/14:35:05.176098,108,70506,0,GPS1_Frame,42.338196,-71.08642633333334,4,38.5,0.699999988079071,328121.5075775271,4689435.061476156,19:35:6,19,T
2023/02/20/14:35:06.171227,109,70507,0,GPS1_Frame,42.338196,-71.08642633333334,4,38.5,0.699999988079071,328121.5075775271,4689435.061476156,19:35:7,19,T
2023/02/20/14:35:07.176013,110,70508,0,GPS1_Frame,42.338196,-71.0864265,4,38.5,0.699999988079071,328121.49384705897,4689435.061813055,19:35:8,19,T
