time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.IMU.header.seq,.IMU.header.stamp.secs,.IMU.header.stamp.nsecs,.IMU.header.frame_id,.IMU.orientation.x,.IMU.orientation.y,.IMU.orientation.z,.IMU.orientation.w,.IMU.orientation_covariance,.IMU.angular_velocity.x,.IMU.angular_velocity.y,.IMU.angular_velocity.z,.IMU.angular_velocity_covariance,.IMU.linear_acceleration.x,.IMU.linear_acceleration.y,.IMU.linear_acceleration.z,.IMU.linear_acceleration_covariance,.MagField.header.seq,.MagField.header.stamp.secs,.MagField.header.stamp.nsecs,.MagField.header.frame_id,.MagField.magnetic_field.x,.MagField.magnetic_field.y,.MagField.magnetic_field.z,.MagField.magnetic_field_covariance,.VNYMR
2023/03/05/23:40:28.930127,0,1678077624,147241353,imu1_frame,0,0,0,,0.00428722687238,-0.014207844106253417,0.05325229736577603,0.9984708056207072,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001167,0.004058,0.001044,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.229,0.062,-10.325,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5419,-0.0759,0.3938,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.100,-001.652,+000.404,+00.5419,-00.0759,+00.3938,-00.229,+00.062,-10.325,+00.001167,+00.004058,+00.001044*6B\r\n'"
2023/03/05/23:40:28.954850,0,1678077624,147241353,imu1_frame,0,0,0,,0.004288494140310505,-0.014234021572252216,0.05324365612510798,0.9984708881736715,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000386,-0.000388,-0.000123,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.322,-0.058,-10.271,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5408,-0.076,0.3887,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.099,-001.655,+000.404,+00.5408,-00.0760,+00.3887,-00.322,-00.058,-10.271,+00.000386,-00.000388,-00.000123*60\r\n'"
2023/03/05/23:40:28.980324,0,1678077624,147241353,imu1_frame,0,0,0,,0.004297116096248369,-0.014224731089946594,0.05326989613624035,0.9984695839054429,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000448,0.001341,-0.001148,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.307,-0.095,-10.301,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5408,-0.0759,0.3912,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.102,-001.654,+000.405,+00.5408,-00.0759,+00.3912,-00.307,-00.095,-10.301,+00.000448,+00.001341,-00.001148*6F\r\n'"
2023/03/05/23:40:29.005325,0,1678077624,147241353,imu1_frame,0,0,0,,0.004296776175598498,-0.014215980255253356,0.053278585332519605,0.9984692463790983,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000334,0.002176,-0.000894,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.286,-0.058,-10.318,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5408,-0.0748,0.3886,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.103,-001.653,+000.405,+00.5408,-00.0748,+00.3886,-00.286,-00.058,-10.318,+00.000334,+00.002176,-00.000894*64\r\n'"
2023/03/05/23:40:29.029908,0,1678077624,147241353,imu1_frame,0,0,0,,0.004288435071715804,-0.01421633293198371,0.05330460111912325,0.9984678886685009,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000583,0.001577,0.000917,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.289,-0.09,-10.318,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5419,-0.0748,0.3925,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.106,-001.653,+000.404,+00.5419,-00.0748,+00.3925,-00.289,-00.090,-10.318,-00.000583,+00.001577,+00.000917*65\r\n'"
2023/03/05/23:40:29.055212,0,1678077624,147241353,imu1_frame,0,0,0,,0.004287722817086499,-0.014207694445148128,0.05328715053941204,0.9984689461565579,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00041,0.002075,0.000286,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.306,-0.071,-10.278,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5419,-0.0772,0.3875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.104,-001.652,+000.404,+00.5419,-00.0772,+00.3875,-00.306,-00.071,-10.278,-00.000410,+00.002075,+00.000286*69\r\n'"
2023/03/05/23:40:29.080499,0,1678077624,147241353,imu1_frame,0,0,0,,0.0042793814989071435,-0.014208047433643468,0.05331316639045788,0.9984675881427165,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000439,0.002564,0.001212,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.322,-0.068,-10.319,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5442,-0.0736,0.3913,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.107,-001.652,+000.403,+00.5442,-00.0736,+00.3913,-00.322,-00.068,-10.319,+00.000439,+00.002564,+00.001212*6E\r\n'"
2023/03/05/23:40:29.128167,0,1678077624,147241353,imu1_frame,0,0,0,,0.00427959773035533,-0.014216835448917246,0.05329576377776278,0.9984683911854344,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6e-06,0.001539,0.001142,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.306,-0.088,-10.268,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5442,-0.0643,0.3887,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.105,-001.653,+000.403,+00.5442,-00.0643,+00.3887,-00.306,-00.088,-10.268,+00.000006,+00.001539,+00.001142*68\r\n'"
2023/03/05/23:40:29.176189,0,1678077624,147241353,imu1_frame,0,0,0,,0.00427959773035533,-0.014216835448917246,0.05329576377776278,0.9984683911854344,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000224,0.002433,0.000503,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.296,-0.084,-10.304,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.543,-0.0748,0.39,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.105,-001.653,+000.403,+00.5430,-00.0748,+00.3900,-00.296,-00.084,-10.304,+00.000224,+00.002433,+00.000503*6C\r\n'"
2023/03/05/23:40:29.176237,0,1678077624,147241353,imu1_frame,0,0,0,,0.004288526943314577,-0.014225158533028881,0.05327848528917414,0.9984691564623607,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.0013,0.002601,0.000227,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.296,-0.074,-10.286,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.543,-0.0783,0.3939,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.103,-001.654,+000.404,+00.5430,-00.0783,+00.3939,-00.296,-00.074,-10.286,-00.001300,+00.002601,+00.000227*61\r\n'"
2023/03/05/23:40:29.224256,0,1678077624,147241353,imu1_frame,0,0,0,,0.004287722817086499,-0.014207694445148128,0.05328715053941204,0.9984689461565579,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000376,0.003205,-1.9e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.301,-0.08,-10.316,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5442,-0.0748,0.3913,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.104,-001.652,+000.404,+00.5442,-00.0748,+00.3913,-00.301,-00.080,-10.316,-00.000376,+00.003205,-00.000019*6E\r\n'"
2023/03/05/23:40:29.224296,0,1678077624,147241353,imu1_frame,0,0,0,,0.004287598831399644,-0.014207731862047424,0.05327843725208845,0.9984694111366519,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000451,0.002107,0.000382,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.297,-0.062,-10.239,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5408,-0.0748,0.3924,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.103,-001.652,+000.404,+00.5408,-00.0748,+00.3924,-00.297,-00.062,-10.239,-00.000451,+00.002107,+00.000382*68\r\n'"
2023/03/05/23:40:29.268177,0,1678077624,147241353,imu1_frame,0,0,0,,0.0042799699247703885,-0.014216723404438641,0.05332190360085054,0.9984669955634319,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.00073,0.001949,0.001981,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.288,-0.061,-10.277,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5419,-0.076,0.3875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.108,-001.653,+000.403,+00.5419,-00.0760,+00.3875,-00.288,-00.061,-10.277,-00.000730,+00.001949,+00.001981*60\r\n'"
2023/03/05/23:40:29.268237,0,1678077624,147241353,imu1_frame,0,0,0,,0.00427959773035533,-0.014216835448917246,0.05329576377776278,0.9984683911854344,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000295,0.000305,-0.000234,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.294,-0.059,-10.246,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5408,-0.0759,0.3937,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.105,-001.653,+000.403,+00.5408,-00.0759,+00.3937,-00.294,-00.059,-10.246,-00.000295,+00.000305,-00.000234*6F\r\n'"
2023/03/05/23:40:29.316170,0,1678077624,147241353,imu1_frame,0,0,0,,0.0042799699247703885,-0.014216723404438641,0.05332190360085054,0.9984669955634319,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000143,4.4e-05,0.000339,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.276,-0.103,-10.277,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5408,-0.0736,0.3937,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.108,-001.653,+000.403,+00.5408,-00.0736,+00.3937,-00.276,-00.103,-10.277,-00.000143,+00.000044,+00.000339*6F\r\n'"
2023/03/05/23:40:29.316208,0,1678077624,147241353,imu1_frame,0,0,0,,0.0042799699247703885,-0.014216723404438641,0.05332190360085054,0.9984669955634319,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-1e-05,7.3e-05,0.000822,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.313,-0.09,-10.251,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5419,-0.0771,0.39,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.108,-001.653,+000.403,+00.5419,-00.0771,+00.3900,-00.313,-00.090,-10.251,-00.000010,+00.000073,+00.000822*67\r\n'"
2023/03/05/23:40:29.360159,0,1678077624,147241353,imu1_frame,0,0,0,,0.004288683192879847,-0.014216258082506683,0.05332202766313632,0.9984669581756296,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000389,-0.001641,7.7e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.317,-0.086,-10.285,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5408,-0.0712,0.3924,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.108,-001.653,+000.404,+00.5408,-00.0712,+00.3924,-00.317,-00.086,-10.285,-00.000389,-00.001641,+00.000077*62\r\n'"
2023/03/05/23:40:29.360201,0,1678077624,147241353,imu1_frame,0,0,0,,0.004288062887520388,-0.014216445198079476,0.05327846127265999,0.9984692838375252,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000579,-0.001372,0.001422,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.318,-0.063,-10.225,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5419,-0.0654,0.386,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.103,-001.653,+000.404,+00.5419,-00.0654,+00.3860,-00.318,-00.063,-10.225,+00.000579,-00.001372,+00.001422*6A\r\n'"
2023/03/05/23:40:29.404130,0,1678077624,147241353,imu1_frame,0,0,0,,0.004287814763090656,-0.014216520036730103,0.05326103468806311,0.9984702135700192,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000339,-0.001191,0.000464,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.278,-0.085,-10.268,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5408,-0.0713,0.3873,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.101,-001.653,+000.404,+00.5408,-00.0713,+00.3873,-00.278,-00.085,-10.268,-00.000339,-00.001191,+00.000464*66\r\n'"
2023/03/05/23:40:29.405116,0,1678077624,147241353,imu1_frame,0,0,0,,0.004287350859046384,-0.014207806692600071,0.05326101066526978,0.9984703408687267,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000568,-0.00039,5.8e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.304,-0.077,-10.224,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5396,-0.0701,0.3847,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.101,-001.652,+000.404,+00.5396,-00.0701,+00.3847,-00.304,-00.077,-10.224,-00.000568,-00.000390,+00.000058*67\r\n'"
2023/03/05/23:40:29.448189,0,1678077624,147241353,imu1_frame,0,0,0,,0.004295476346515976,-0.014198666042700786,0.05325239724658004,0.9984708953960836,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000867,-0.001463,0.001002,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.294,-0.088,-10.237,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5441,-0.0761,0.3825,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.100,-001.651,+000.405,+00.5441,-00.0761,+00.3825,-00.294,-00.088,-10.237,+00.000867,-00.001463,+00.001002*61\r\n'"
2023/03/05/23:40:29.492162,0,1678077624,147241353,imu1_frame,0,0,0,,0.004295104624836228,-0.014198778493142748,0.05322625732141873,0.9984722891984127,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000612,-0.001434,0.000322,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.297,-0.107,-10.279,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5419,-0.0748,0.3874,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.097,-001.651,+000.405,+00.5419,-00.0748,+00.3874,-00.297,-00.107,-10.279,+00.000612,-00.001434,+00.000322*6D\r\n'"
2023/03/05/23:40:29.492205,0,1678077624,147241353,imu1_frame,0,0,0,,0.004295228532389913,-0.014198741010743388,0.05323497063386013,0.9984718246736742,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000409,-0.001106,-5e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.315,-0.083,-10.234,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5419,-0.076,0.3887,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.098,-001.651,+000.405,+00.5419,-00.0760,+00.3887,-00.315,-00.083,-10.234,-00.000409,-00.001106,-00.000050*61\r\n'"
2023/03/05/23:40:29.536191,0,1678077624,147241353,imu1_frame,0,0,0,,0.004295104624836228,-0.014198778493142748,0.05322625732141873,0.9984722891984127,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000461,0.000854,0.001284,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.281,-0.076,-10.267,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5441,-0.0748,0.3875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.097,-001.651,+000.405,+00.5441,-00.0748,+00.3875,-00.281,-00.076,-10.267,+00.000461,+00.000854,+00.001284*69\r\n'"
2023/03/05/23:40:29.536224,0,1678077624,147241353,imu1_frame,0,0,0,,0.004295104624836228,-0.014198778493142748,0.05322625732141873,0.9984722891984127,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000125,-0.001004,0.000749,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.274,-0.073,-10.284,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5431,-0.0643,0.3886,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.097,-001.651,+000.405,+00.5431,-00.0643,+00.3886,-00.274,-00.073,-10.284,+00.000125,-00.001004,+00.000749*60\r\n'"
2023/03/05/23:40:29.580145,0,1678077624,147241353,imu1_frame,0,0,0,,0.004286515221811999,-0.014199205572960118,0.05323484672444295,0.9984718621185953,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000348,0.000668,0.002427,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.306,-0.038,-10.295,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5419,-0.076,0.3875,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.098,-001.651,+000.404,+00.5419,-00.0760,+00.3875,-00.306,-00.038,-10.295,+00.000348,+00.000668,+00.002427*68\r\n'"
2023/03/05/23:40:29.580215,0,1678077624,147241353,imu1_frame,0,0,0,,0.004287194446302114,-0.014216707114410249,0.053217468155601466,0.998472536570591,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.00132,-0.001007,0.000276,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.311,-0.047,-10.267,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5431,-0.0666,0.3861,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.096,-001.653,+000.404,+00.5431,-00.0666,+00.3861,-00.311,-00.047,-10.267,+00.001320,-00.001007,+00.000276*68\r\n'"
2023/03/05/23:40:29.624155,0,1678077624,147241353,imu1_frame,0,0,0,,0.004270107189664651,-0.01422638656023908,0.05320853057317281,0.9984729482486099,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-6.5e-05,-0.000607,0.000452,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.317,-0.072,-10.275,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5408,-0.0724,0.3886,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.095,-001.654,+000.402,+00.5408,-00.0724,+00.3886,-00.317,-00.072,-10.275,-00.000065,-00.000607,+00.000452*6F\r\n'"
2023/03/05/23:40:29.668165,0,1678077624,147241353,imu1_frame,0,0,0,,0.004270819087762621,-0.014235025389212341,0.05322598107256011,0.9984718919906317,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-5e-06,-0.00208,-0.000203,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.296,-0.062,-10.297,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5419,-0.0736,0.3887,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.097,-001.655,+000.402,+00.5419,-00.0736,+00.3887,-00.296,-00.062,-10.297,-00.000005,-00.002080,-00.000203*62\r\n'"
2023/03/05/23:40:29.668189,0,1678077624,147241353,imu1_frame,0,0,0,,0.0042797808379053505,-0.014234486210262812,0.053243531907809505,0.9984709255598239,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000306,-0.001219,0.00014,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.292,-0.079,-10.302,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5419,-0.0736,0.3925,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.099,-001.655,+000.403,+00.5419,-00.0736,+00.3925,-00.292,-00.079,-10.302,+00.000306,-00.001219,+00.000140*62\r\n'"
2023/03/05/23:40:29.712283,0,1678077624,147241353,imu1_frame,0,0,0,,0.004262262930197158,-0.014226590551439561,0.053269399567001115,0.9984697332947889,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.0005,0.001555,0.001794,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.272,-0.066,-10.296,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5419,-0.0748,0.3887,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.102,-001.654,+000.401,+00.5419,-00.0748,+00.3887,-00.272,-00.066,-10.296,+00.000500,+00.001555,+00.001794*69\r\n'"
2023/03/05/23:40:29.712313,0,1678077624,147241353,imu1_frame,0,0,0,,0.0042528696733026465,-0.014209554508943765,0.05328665456485338,0.9984690952180169,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.000547,0.002254,-0.001049,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.299,-0.066,-10.28,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.543,-0.0783,0.3888,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.104,-001.652,+000.400,+00.5430,-00.0783,+00.3888,-00.299,-00.066,-10.280,-00.000547,+00.002254,-00.001049*68\r\n'"
2023/03/05/23:40:29.756222,0,1678077624,147241353,imu1_frame,0,0,0,,0.0042614267224912305,-0.014217988780578167,0.05324323587941234,0.998471254904423,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.000408,-0.001155,-0.000471,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",-0.295,-0.081,-10.284,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.5408,-0.0666,0.3873,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)","b'$VNYMR,+006.099,-001.653,+000.401,+00.5408,-00.0666,+00.3873,-00.295,-00.081,-10.284,+00.000408,-00.001155,-00.000471*6C\r\n'"
