time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.HDOP,.UTM_easting,.UTM_northing,.UTC,.Zone,.Letter
2023/02/06/07:27:00.066315,0,67188,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,183948.0,19,T
2023/02/06/07:27:01.068105,0,67189,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,183949.0,19,T
2023/02/06/07:27:02.067107,0,67190,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,183950.0,19,T
2023/02/06/07:27:03.065856,0,67191,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,183951.0,19,T
2023/02/06/07:27:04.065921,0,67192,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,183952.0,19,T
2023/02/06/07:27:05.067567,0,67193,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,183953.0,19,T
2023/02/06/07:27:06.066839,0,67194,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,183954.0,19,T
2023/02/06/07:27:07.066906,0,67195,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,183955.0,19,T
2023/02/06/07:27:08.066480,0,67196,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,183956.0,19,T
2023/02/06/07:27:09.067221,0,67197,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,183957.0,19,T
2023/02/06/07:27:10.067074,0,67198,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,183958.0,19,T
2023/02/06/07:27:11.066143,0,67199,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,183959.0,19,T
2023/02/06/07:27:12.066697,0,67200,0,GPS1_FRAME,42.33908,-71.08467166666667,8.1,1.0,328268.46848519915,4689529.677552777,184000.0,19,T
